audit_type,source_dataset,source_file,school_id,school_name,region,division,grade,level_group,audit_value,comparison_value,difference,audit_note
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502293,NA,8,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502294,NA,8,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502295,NA,8,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502298,NA,8,3,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502304,NA,8,10,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502306,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502313,NA,9,6,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502314,NA,14,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502315,NA,14,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502316,NA,14,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502318,NA,1,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502319,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502324,NA,6,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502326,NA,9,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502330,NA,9,6,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502333,NA,3,4,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502337,NA,9,7,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502340,NA,14,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502341,NA,4,3,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502348,NA,2,8,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502354,NA,10,12,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502366,NA,10,1,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502368,NA,4,3,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502369,NA,3,13,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502375,NA,8,3,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502380,NA,14,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502382,NA,3,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502408,NA,12,6,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502418,NA,9,6,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502429,NA,8,10,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502432,NA,8,10,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502433,NA,8,10,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502434,NA,8,10,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502444,NA,4,8,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502450,NA,9,7,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502466,NA,13,10,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502491,NA,3,4,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502497,NA,1,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502498,NA,1,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502499,NA,4,3,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502500,NA,3,13,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502542,NA,1,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502543,NA,10,1,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502549,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502558,NA,6,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502559,NA,6,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502560,NA,6,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502561,NA,6,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502562,NA,6,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502563,NA,12,6,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502584,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502585,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502586,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502587,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502593,NA,6,14,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502596,NA,6,14,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502616,NA,4,8,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502618,NA,14,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502619,NA,14,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502621,NA,14,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502622,NA,14,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502623,NA,14,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502644,NA,6,10,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502656,NA,3,21,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502662,NA,9,6,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,502684,NA,4,22,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300032,NA,NA,NA,Grade 10,2-level,43,50,-7,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300032,NA,NA,NA,Grade 10,3-level,15,50,-35,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300032,NA,NA,NA,Grade 7,2-level,32,41,-9,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300032,NA,NA,NA,Grade 7,3-level,17,41,-24,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300032,NA,NA,NA,Grade 8,2-level,38,52,-14,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300032,NA,NA,NA,Grade 8,3-level,23,52,-29,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300032,NA,NA,NA,Grade 9,2-level,30,39,-9,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300032,NA,NA,NA,Grade 9,3-level,15,39,-24,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300033,NA,NA,NA,Grade 10,2-level,27,88,-61,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300033,NA,NA,NA,Grade 10,3-level,61,88,-27,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300033,NA,NA,NA,Grade 7,2-level,54,115,-61,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300033,NA,NA,NA,Grade 7,3-level,62,115,-53,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300033,NA,NA,NA,Grade 8,2-level,35,113,-78,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300033,NA,NA,NA,Grade 8,3-level,79,113,-34,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300033,NA,NA,NA,Grade 9,2-level,29,82,-53,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300033,NA,NA,NA,Grade 9,3-level,53,82,-29,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300034,NA,NA,NA,Grade 10,2-level,54,91,-37,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300034,NA,NA,NA,Grade 10,3-level,38,91,-53,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300034,NA,NA,NA,Grade 7,2-level,59,96,-37,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300034,NA,NA,NA,Grade 7,3-level,43,96,-53,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300034,NA,NA,NA,Grade 8,2-level,55,99,-44,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300034,NA,NA,NA,Grade 8,3-level,44,99,-55,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300034,NA,NA,NA,Grade 9,2-level,51,87,-36,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300034,NA,NA,NA,Grade 9,3-level,39,87,-48,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300035,NA,NA,NA,Grade 10,2-level,334,345,-11,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300035,NA,NA,NA,Grade 10,3-level,66,345,-279,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300035,NA,NA,NA,Grade 7,2-level,310,325,-15,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300035,NA,NA,NA,Grade 7,3-level,67,325,-258,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300035,NA,NA,NA,Grade 8,2-level,285,291,-6,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300035,NA,NA,NA,Grade 8,3-level,45,291,-246,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300035,NA,NA,NA,Grade 9,2-level,131,141,-10,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300035,NA,NA,NA,Grade 9,3-level,46,141,-95,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300036,NA,NA,NA,Grade 10,2-level,24,51,-27,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300036,NA,NA,NA,Grade 10,3-level,27,51,-24,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300036,NA,NA,NA,Grade 7,2-level,27,47,-20,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300036,NA,NA,NA,Grade 7,3-level,20,47,-27,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300036,NA,NA,NA,Grade 8,2-level,24,57,-33,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300036,NA,NA,NA,Grade 8,3-level,34,57,-23,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300036,NA,NA,NA,Grade 9,2-level,21,37,-16,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300036,NA,NA,NA,Grade 9,3-level,16,37,-21,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300037,NA,NA,NA,Grade 10,2-level,30,84,-54,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300037,NA,NA,NA,Grade 10,3-level,56,84,-28,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300037,NA,NA,NA,Grade 7,2-level,76,116,-40,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300037,NA,NA,NA,Grade 7,3-level,44,116,-72,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300037,NA,NA,NA,Grade 8,2-level,42,117,-75,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300037,NA,NA,NA,Grade 8,3-level,77,117,-40,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300037,NA,NA,NA,Grade 9,2-level,27,69,-42,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300037,NA,NA,NA,Grade 9,3-level,43,69,-26,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300038,NA,NA,NA,Grade 10,2-level,41,122,-81,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300038,NA,NA,NA,Grade 10,3-level,81,122,-41,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300038,NA,NA,NA,Grade 7,2-level,26,134,-108,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300038,NA,NA,NA,Grade 7,3-level,108,134,-26,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300038,NA,NA,NA,Grade 8,2-level,11,142,-131,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300038,NA,NA,NA,Grade 8,3-level,132,142,-10,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300038,NA,NA,NA,Grade 9,2-level,0,92,-92,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300039,NA,NA,NA,Grade 10,2-level,14,23,-9,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300039,NA,NA,NA,Grade 10,3-level,9,23,-14,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300039,NA,NA,NA,Grade 7,2-level,15,24,-9,Summed Phil-IRI reading category counts do not equal English assessed count.
assessment count discrepancy,Phil-IRI BoSY,Phil-IRI KS3 National Dashboard_Secondary - BoSY 2025-26_Table.csv,300039,NA,NA,NA,Grade 7,3-level,9,24,-15,Summed Phil-IRI reading category counts do not equal English assessed count.
