region,division,municipality,school_id,school_name,total_enrolled,total_assessed,emerging_not_proficient,emerging_low_proficient,developing_nearly_proficient,transitioning_proficient,at_grade_level_highly_proficient,total_emerging_not_proficient,total_emerging_low_proficient,total_developing_nearly_proficient,total_transitioning_proficient,total_at_grade_level_highly_proficient,g7_assessed,g7_emerging_not_proficient,g7_emerging_low_proficient,g7_developing_nearly_proficient,g7_transitioning_proficient,g7_at_grade_level_highly_proficient,g8_assessed,g8_emerging_not_proficient,g8_emerging_low_proficient,g8_developing_nearly_proficient,g8_transitioning_proficient,g8_at_grade_level_highly_proficient,g9_assessed,g9_emerging_not_proficient,g9_emerging_low_proficient,g9_developing_nearly_proficient,g9_transitioning_proficient,g9_at_grade_level_highly_proficient,g10_assessed,g10_emerging_not_proficient,g10_emerging_low_proficient,g10_developing_nearly_proficient,g10_transitioning_proficient,g10_at_grade_level_highly_proficient
Region V,Camarines Sur,Buhi,302057,Tambo National High School,774,745,0.9731543624161074,0.025503355704697993,0.0013422818791946308,0,0,725,19,1,0,0,238,228,9,1,0,0,188,181,7,0,0,0,153,152,1,0,0,0,166,164,2,0,0,0
Region V,Camarines Sur,Bula,301938,Balaogan National High School,457,457,0.2319474835886215,0.2582056892778994,0.2144420131291029,0.18161925601750548,0.11378555798687093,106,118,98,83,52,131,36,31,41,23,0,111,25,21,22,22,21,106,20,27,25,14,20,109,25,39,10,24,11
Region V,Camarines Sur,Bula,301947,Bula National High School,1361,1357,0.7730287398673543,0.2137067059690494,0.00810611643330877,0.004421518054532057,7.369196757553427e-4,1049,290,11,6,1,365,246,101,11,6,1,344,334,10,0,0,0,312,154,158,0,0,0,336,315,21,0,0,0
Region V,Camarines Sur,Bula,301948,Bula National High School - Caorasan Annex NHS (Bula),142,133,0.8646616541353386,0.1353383458646617,0,0,0,115,18,0,0,0,43,43,0,0,0,0,27,9,18,0,0,0,30,30,0,0,0,0,33,33,0,0,0,0
Region V,Camarines Sur,Bula,301959,Casugad National High School,286,220,0.6,0.25909090909090915,0.12272727272727275,0.01818181818181818,0,132,57,27,4,0,67,19,28,16,4,0,81,43,27,11,0,0,2,2,0,0,0,0,70,68,2,0,0,0
Region V,Camarines Sur,Bula,301982,FELIPE P. PANTON HIGH SCHOOL(Formerly:Inoyonan National HS),349,349,0.5358166189111748,0.3782234957020058,0.08309455587392552,0.0028653295128939827,0,187,132,29,1,0,82,36,42,4,0,0,94,70,16,8,0,0,84,69,9,5,1,0,89,12,65,12,0,0
Region V,Camarines Sur,Bula,309760,La Victoria High School (Fabrica NHS Annex),182,181,0.0441988950276243,0.49171270718232046,0.4640883977900554,0,0,8,89,84,0,0,34,0,2,32,0,0,55,2,39,14,0,0,47,5,25,17,0,0,45,1,23,21,0,0
Region V,Camarines Sur,Bula,502864,Macalinao Integrated School,72,72,0.5694444444444445,0.43055555555555564,0,0,0,41,31,0,0,0,31,6,25,0,0,0,41,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region V,Camarines Sur,Bula,302007,Ombao National High School,142,142,0.42957746478873243,0.35211267605633795,0.1197183098591549,0.07746478873239437,0.021126760563380278,61,50,17,11,3,47,5,20,9,11,2,30,19,4,6,0,1,24,12,12,0,0,0,41,25,14,2,0,0
Region V,Camarines Sur,Bula,302010,Palsong NHS,798,781,0.1843790012804097,0.6145966709346989,0.15492957746478872,0.046094750320102434,0,144,480,121,36,0,208,27,119,38,24,0,194,55,112,25,2,0,211,52,129,24,6,0,168,10,120,34,4,0
Region V,Camarines Sur,Bula,302041,San Ramon HS,300,300,0.8066666666666665,0.18666666666666668,0.006666666666666667,0,0,242,56,2,0,0,81,65,14,2,0,0,82,69,13,0,0,0,68,50,18,0,0,0,69,58,11,0,0,0
Region V,Camarines Sur,Bula,500869,Sto. Nino Integrated School,148,148,0.054054054054054064,0.17567567567567566,0.3445945945945945,0.22972972972972971,0.19594594594594594,8,26,51,34,29,60,1,17,22,17,3,27,4,4,9,4,6,23,3,5,5,5,5,38,0,0,15,8,15
Region V,Camarines Sur,Cabusao,301942,Barcelonita Fishery School,724,719,0.659248956884562,0.2878998609179417,0.05285118219749653,0,0,474,207,38,0,0,218,38,145,35,0,0,189,154,32,3,0,0,149,133,16,0,0,0,163,149,14,0,0,0
Region V,Camarines Sur,Cabusao,302051,Sta. Lutgarda National High School,891,889,0.859392575928009,0.1214848143982002,0.01912260967379077,0,0,764,108,17,0,0,244,171,63,10,0,0,231,188,36,7,0,0,198,198,0,0,0,0,216,207,9,0,0,0
Region V,Camarines Sur,Calabanga,301952,Calabanga National Science High School,1963,1921,0.827693909422176,0.16449765747006773,0.00676730869338886,0.0010411244143675171,0,1590,316,13,2,0,469,318,136,13,2,0,551,488,63,0,0,0,422,383,39,0,0,0,479,401,78,0,0,0
Region V,Camarines Sur,Calabanga,305912,Camarines Sur National Agro-Industrial High School,128,123,0.4227642276422765,0.5691056910569106,0.008130081300813009,0,0,52,70,1,0,0,32,3,28,1,0,0,39,16,23,0,0,0,26,17,9,0,0,0,26,16,10,0,0,0
Region V,Camarines Sur,Calabanga,302065,Jose C. Prevosa National High School (Formerly: Union NHS),737,634,0.8091482649842271,0.17034700315457416,0.020504731861198746,0,0,513,108,13,0,0,174,113,53,8,0,0,172,132,35,5,0,0,151,149,2,0,0,0,137,119,18,0,0,0
Region V,Camarines Sur,Calabanga,301983,Jose De Villa NHS,929,868,0.9216589861751153,0.07488479262672809,0.0034562211981566822,0,0,800,65,3,0,0,222,170,50,2,0,0,293,278,14,1,0,0,150,150,0,0,0,0,203,202,1,0,0,0
Region V,Camarines Sur,Calabanga,301998,Medroso-Mendoza NHS,247,238,0.7731092436974791,0.16386554621848737,0.06302521008403363,0,0,184,39,15,0,0,65,24,32,9,0,0,74,68,5,1,0,0,54,54,0,0,0,0,45,38,2,5,0,0
Region V,Camarines Sur,Calabanga,301953,Quipayo National High School,1149,1149,0.9094865100087032,0.08703220191470845,0.0034812880765883385,0,0,1045,100,4,0,0,304,227,75,2,0,0,293,273,18,2,0,0,256,250,6,0,0,0,296,295,1,0,0,0
Region V,Camarines Sur,Calabanga,301954,Sabang National High School,658,655,0.9083969465648857,0.0854961832061069,0.0061068702290076335,0,0,595,56,4,0,0,174,122,49,3,0,0,184,180,3,1,0,0,141,138,3,0,0,0,156,155,1,0,0,0
Region V,Camarines Sur,Calabanga,303542,Severo High School,328,328,0.8140243902439025,0.17987804878048783,0.0060975609756097554,0,0,267,59,2,0,0,95,58,35,2,0,0,105,88,17,0,0,0,65,65,0,0,0,0,63,56,7,0,0,0
Region V,Camarines Sur,Calabanga,301955,West Coast National High School (West Coast High School),234,233,0.7167381974248929,0.2746781115879829,0.008583690987124463,0,0,167,64,2,0,0,63,17,44,2,0,0,61,55,6,0,0,0,48,48,0,0,0,0,61,47,14,0,0,0
Region V,Camarines Sur,Camaligan,302052,Camaligan National High School (formerly: Santo Tomas NHS),1211,1211,0.6696944673823285,0.282411230388109,0.04624277456647398,0.0016515276630883566,0,811,342,56,2,0,331,160,126,43,2,0,289,146,130,13,0,0,267,253,14,0,0,0,324,252,72,0,0,0
Region V,Camarines Sur,Canaman,301995,Mangayawan National High School,228,223,0.08071748878923767,0.6143497757847534,0.242152466367713,0.06278026905829596,0,18,137,54,14,0,59,1,12,32,14,0,57,3,32,22,0,0,55,6,49,0,0,0,52,8,44,0,0,0
Region V,Camarines Sur,Canaman,309735,Northern Canaman High School,224,224,1,0,0,0,0,224,0,0,0,0,58,58,0,0,0,0,56,56,0,0,0,0,54,54,0,0,0,0,56,56,0,0,0,0
Region V,Camarines Sur,Canaman,501020,Palo Integrated School,111,110,0.609090909090909,0.28181818181818186,0.10909090909090909,0,0,67,31,12,0,0,33,24,7,2,0,0,24,1,15,8,0,0,28,27,1,0,0,0,25,15,8,2,0,0
Region V,Camarines Sur,Canaman,302049,Sta. Cruz National High School,702,585,0.9094017094017094,0.08034188034188036,0.010256410256410256,0,0,532,47,6,0,0,139,114,22,3,0,0,176,149,24,3,0,0,133,132,1,0,0,0,137,137,0,0,0,0
Region V,Camarines Sur,Caramoan,301943,Bikal Fishery School,625,622,0.025723472668810293,0.5401929260450161,0.1704180064308682,0.20739549839228302,0.0562700964630225,16,336,106,129,35,191,0,20,36,103,32,166,6,152,8,0,0,119,3,89,20,7,0,146,7,75,42,19,3
Region V,Camarines Sur,Caramoan,302060,Bonifacio D. Borebor Sr. HS (formerly:Tawog NHS),45,45,0.711111111111111,0.2444444444444445,0.04444444444444444,0,0,32,11,2,0,0,17,10,7,0,0,0,11,5,4,2,0,0,17,17,0,0,0,0,0,0,0,0,0,0
Region V,Camarines Sur,Caramoan,502962,Gata Integrated School,148,148,0.36486486486486497,0.4391891891891893,0.13513513513513517,0.060810810810810814,0,54,65,20,9,0,46,16,21,6,3,0,36,6,22,6,2,0,29,17,7,4,1,0,37,15,15,4,3,0
Region V,Camarines Sur,Caramoan,301974,Gibgos National High School,276,272,0.6801470588235294,0.25,0.06985294117647058,0,0,185,68,19,0,0,88,29,41,18,0,0,86,78,7,1,0,0,46,33,13,0,0,0,52,45,7,0,0,0
Region V,Camarines Sur,Caramoan,502963,Lipata Integrated School (Camarines Sur),88,88,1,0,0,0,0,88,0,0,0,0,29,29,0,0,0,0,29,29,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0
Region V,Camarines Sur,Caramoan,302008,Oring National High School,291,287,0.9651567944250871,0.03484320557491289,0,0,0,277,10,0,0,0,79,73,6,0,0,0,69,66,3,0,0,0,72,72,0,0,0,0,67,66,1,0,0,0
Region V,Camarines Sur,Caramoan,302055,Tabgon National High School,507,494,0.9797570850202428,0.020242914979757085,0,0,0,484,10,0,0,0,128,128,0,0,0,0,161,160,1,0,0,0,91,91,0,0,0,0,114,105,9,0,0,0
Region V,Camarines Sur,Caramoan,302061,Tawog National High School - Eastern Coast NHS (Tawog),247,233,0.055793991416309016,0.21030042918454936,0.5236051502145925,0.14592274678111591,0.06437768240343347,13,49,122,34,15,79,4,19,43,9,4,58,4,11,32,7,4,45,5,8,19,11,2,51,0,11,28,7,5
Region V,Camarines Sur,Caramoan,302062,Tawog National High School - Northern Peninsula,245,237,0.8143459915611817,0.13924050632911392,0.04641350210970465,0,0,193,33,11,0,0,77,64,9,4,0,0,66,38,21,7,0,0,48,48,0,0,0,0,46,43,3,0,0,0
Region V,Camarines Sur,Del Gallego,301966,Del Gallego National High School,808,760,0.8407894736842108,0.1539473684210527,0.005263157894736842,0,0,639,117,4,0,0,247,185,59,3,0,0,201,150,50,1,0,0,113,111,2,0,0,0,199,193,6,0,0,0
Region V,Camarines Sur,Del Gallego,301996,Mansalaya National High School,303,296,0.9797297297297296,0.020270270270270268,0,0,0,290,6,0,0,0,86,84,2,0,0,0,69,67,2,0,0,0,92,90,2,0,0,0,49,49,0,0,0,0
Region V,Camarines Sur,Del Gallego,302046,Sinuknipan National High School,520,516,0.7751937984496124,0.1918604651162791,0.03294573643410852,0,0,400,99,17,0,0,157,102,41,14,0,0,134,117,15,2,0,0,111,67,43,1,0,0,114,114,0,0,0,0
Region V,Camarines Sur,Gainza,301973,Gainza National High School,544,539,0.8886827458256027,0.10760667903525051,0.0037105751391465678,0,0,479,58,2,0,0,141,129,12,0,0,0,157,140,15,2,0,0,96,76,20,0,0,0,145,134,11,0,0,0
Region V,Camarines Sur,Garchitorena,301937,Bahi National High School,314,231,0.8441558441558442,0.12987012987012986,0.021645021645021648,0.004329004329004329,0,195,30,5,1,0,63,49,13,1,0,0,71,49,17,4,1,0,33,33,0,0,0,0,64,64,0,0,0,0
Region V,Camarines Sur,Garchitorena,301944,Binagasbasan National High School,130,130,0.8230769230769229,0.1769230769230769,0,0,0,107,23,0,0,0,36,27,9,0,0,0,37,29,8,0,0,0,31,26,5,0,0,0,26,25,1,0,0,0
Region V,Camarines Sur,Garchitorena,301949,Burabod National High school,209,209,1,0,0,0,0,209,0,0,0,0,47,47,0,0,0,0,59,59,0,0,0,0,50,50,0,0,0,0,53,53,0,0,0,0
Region V,Camarines Sur,Garchitorena,301945,Denrica NHS,184,184,0.8315217391304348,0.15760869565217395,0.010869565217391302,0,0,153,29,2,0,0,48,17,29,2,0,0,62,62,0,0,0,0,37,37,0,0,0,0,37,37,0,0,0,0
Region V,Camarines Sur,Garchitorena,500468,Harrison Integrated School,162,145,0.7448275862068966,0.21379310344827593,0.0413793103448276,0,0,108,31,6,0,0,42,25,13,4,0,0,45,36,7,2,0,0,31,26,5,0,0,0,27,21,6,0,0,0
Region V,Camarines Sur,Garchitorena,302011,Pambuhan National High School,472,468,0.6346153846153846,0.3076923076923077,0.05341880341880342,0.002136752136752137,0.002136752136752137,297,144,25,1,1,199,112,73,13,0,1,92,56,33,3,0,0,102,94,8,0,0,0,75,35,30,9,1,0
Region V,Camarines Sur,Garchitorena,500917,Sumaoy Integrated School,120,120,0.7833333333333332,0.2166666666666667,0,0,0,94,26,0,0,0,26,24,2,0,0,0,33,23,10,0,0,0,31,17,14,0,0,0,30,30,0,0,0,0
Region V,Camarines Sur,Garchitorena,500469,Toytoy Integrated School,119,119,0.8403361344537816,0.10084033613445376,0.042016806722689086,0.016806722689075626,0,100,12,5,2,0,42,29,9,3,1,0,28,25,1,1,1,0,18,17,1,0,0,0,31,29,1,1,0,0
Region V,Camarines Sur,Goa,502797,Aroro-Abad Integrated School,149,149,0,0.5838926174496646,0.2818791946308725,0.13422818791946314,0,0,87,42,20,0,42,0,28,10,4,0,47,0,29,8,10,0,31,0,15,13,3,0,29,0,15,11,3,0
Region V,Camarines Sur,Goa,301975,Goa National High School,1725,1596,0.7274436090225562,0.21491228070175444,0.056390977443609026,0.0012531328320802006,0,1161,343,90,2,0,398,229,97,72,0,0,444,386,58,0,0,0,370,238,120,12,0,0,384,308,68,6,2,0
Region V,Camarines Sur,Goa,305545,Goa Science High School,277,272,0.29044117647058826,0.17279411764705885,0.5147058823529411,0.022058823529411763,0,79,47,140,6,0,64,0,0,60,4,0,69,9,47,12,1,0,70,70,0,0,0,0,69,0,0,68,1,0
Region V,Camarines Sur,Goa,309741,Juan L. Filipino Memorial High School,352,325,0.8984615384615384,0.08923076923076921,0.009230769230769232,0.0030769230769230774,0,292,29,3,1,0,101,74,24,3,0,0,91,89,1,0,1,0,77,77,0,0,0,0,56,52,4,0,0,0
Region V,Camarines Sur,Goa,306052,LAMON NATIONAL HIGH SCHOOL,145,145,0.06206896551724138,0.7379310344827587,0.1862068965517242,0.01379310344827586,0,9,107,27,2,0,38,0,31,7,0,0,46,0,33,13,0,0,29,3,21,5,0,0,32,6,22,2,2,0
Region V,Camarines Sur,Goa,501283,Lip-ac Integrated School (Sitio Catagbacan),94,94,0.5638297872340426,0.27659574468085113,0.15957446808510642,0,0,53,26,15,0,0,28,7,14,7,0,0,27,16,6,5,0,0,20,16,4,0,0,0,19,14,2,3,0,0
Region V,Camarines Sur,Goa,300496,New Partido High School,291,282,1,0,0,0,0,282,0,0,0,0,80,80,0,0,0,0,78,78,0,0,0,0,66,66,0,0,0,0,58,58,0,0,0,0
Region V,Camarines Sur,Goa,309738,Payatan National High School,302,302,0.20860927152317885,0.7649006622516555,0.026490066225165566,0,0,63,231,8,0,0,93,21,64,8,0,0,69,17,52,0,0,0,73,20,53,0,0,0,67,5,62,0,0,0
Region V,Camarines Sur,Goa,306376,Rosita Narvaez-Saavedra National High School,101,101,0.6732673267326731,0.2673267326732674,0.0594059405940594,0,0,68,27,6,0,0,36,18,12,6,0,0,25,18,7,0,0,0,24,21,3,0,0,0,16,11,5,0,0,0
Region V,Camarines Sur,Goa,302054,Tabgon High School,407,396,0.5454545454545454,0.441919191919192,0.012626262626262628,0,0,216,175,5,0,0,102,66,35,1,0,0,115,28,83,4,0,0,87,61,26,0,0,0,92,61,31,0,0,0
Region V,Camarines Sur,Goa,309740,Visita De Salog High School,249,230,0.8260869565217391,0.15652173913043485,0.017391304347826094,0,0,190,36,4,0,0,38,30,4,4,0,0,65,59,6,0,0,0,65,51,14,0,0,0,62,50,12,0,0,0
Region V,Camarines Sur,Lagonoy,301939,Balaton National High School,242,224,0.7098214285714286,0.22321428571428575,0.06696428571428573,0,0,159,50,15,0,0,59,8,36,15,0,0,74,61,13,0,0,0,47,47,0,0,0,0,44,43,1,0,0,0
Region V,Camarines Sur,Lagonoy,306459,Bocogan Bay National High School,115,107,0.5140186915887851,0.3644859813084113,0.12149532710280374,0,0,55,39,13,0,0,33,12,13,8,0,0,29,14,13,2,0,0,36,24,9,3,0,0,9,5,4,0,0,0
Region V,Camarines Sur,Lagonoy,309768,Cabotonan High School,163,144,0.9375,0.0625,0,0,0,135,9,0,0,0,48,43,5,0,0,0,57,53,4,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0
Region V,Camarines Sur,Lagonoy,301963,Dahat National Vocational High School,802,790,0.32405063291139236,0.6278481012658228,0.04303797468354431,0.005063291139240506,0,256,496,34,4,0,223,79,139,5,0,0,262,134,96,28,4,0,157,41,116,0,0,0,148,2,145,1,0,0
Region V,Camarines Sur,Lagonoy,301940,Himanag National High School,240,240,0.9291666666666666,0.06666666666666668,0.0041666666666666675,0,0,223,16,1,0,0,65,55,9,1,0,0,74,70,4,0,0,0,52,50,2,0,0,0,49,48,1,0,0,0
Region V,Camarines Sur,Lagonoy,302040,Panagan High School,152,144,0.9583333333333335,0.04166666666666667,0,0,0,138,6,0,0,0,34,33,1,0,0,0,39,35,4,0,0,0,28,27,1,0,0,0,43,43,0,0,0,0
Region V,Camarines Sur,Lagonoy,302039,San Ramon National High School - Lagonoy,1129,1089,0.6896235078053259,0.27272727272727276,0.0367309458218549,9.182736455463727e-4,0,751,297,40,1,0,330,219,96,14,1,0,292,153,113,26,0,0,234,177,57,0,0,0,233,202,31,0,0,0
Region V,Camarines Sur,Lagonoy,305851,San Sebastian Fisheries High School,215,215,0.9767441860465116,0.023255813953488372,0,0,0,210,5,0,0,0,71,71,0,0,0,0,59,56,3,0,0,0,40,39,1,0,0,0,45,44,1,0,0,0
Region V,Camarines Sur,Lagonoy,306527,Sipaco National High School,116,114,1,0,0,0,0,114,0,0,0,0,28,28,0,0,0,0,33,33,0,0,0,0,37,37,0,0,0,0,16,16,0,0,0,0
Region V,Camarines Sur,Libmanan,305788,Bagadion High School,101,101,0.900990099009901,0.08910891089108909,0,0.009900990099009901,0,91,9,0,1,0,32,30,2,0,0,0,24,24,0,0,0,0,27,19,7,0,1,0,18,18,0,0,0,0
Region V,Camarines Sur,Libmanan,301935,Bahao National High School,434,434,0.47926267281105994,0.4838709677419356,0.0368663594470046,0,0,208,210,16,0,0,133,106,27,0,0,0,114,57,57,0,0,0,101,6,83,12,0,0,86,39,43,4,0,0
Region V,Camarines Sur,Libmanan,300312,Calabnigan Green Meadows High School,120,120,0.8166666666666667,0.16666666666666666,0.016666666666666666,0,0,98,20,2,0,0,39,30,9,0,0,0,31,25,5,1,0,0,28,26,2,0,0,0,22,17,4,1,0,0
Region V,Camarines Sur,Libmanan,309747,Carmel National High School,412,364,0.8901098901098903,0.10164835164835165,0.00824175824175824,0,0,324,37,3,0,0,112,98,13,1,0,0,93,79,12,2,0,0,69,61,8,0,0,0,90,86,4,0,0,0
Region V,Camarines Sur,Libmanan,309744,Don Mariano C. San Juan High School,152,152,0.7434210526315792,0.23684210526315788,0.019736842105263153,0,0,113,36,3,0,0,63,37,26,0,0,0,23,13,7,3,0,0,30,29,1,0,0,0,36,34,2,0,0,0
Region V,Camarines Sur,Libmanan,301970,Don Teofilo H. Dilanco Memorial High School,486,460,0.9260869565217391,0.06956521739130435,0.004347826086956521,0,0,426,32,2,0,0,133,130,3,0,0,0,129,106,21,2,0,0,123,115,8,0,0,0,75,75,0,0,0,0
Region V,Camarines Sur,Libmanan,309736,Dr. Nelson A. Mejia National High School,135,135,0.9111111111111111,0.08888888888888886,0,0,0,123,12,0,0,0,28,21,7,0,0,0,47,44,3,0,0,0,26,25,1,0,0,0,34,33,1,0,0,0
Region V,Camarines Sur,Libmanan,309758,Eduardo V. Agomaa National High School,260,258,0.8837209302325583,0.11627906976744186,0,0,0,228,30,0,0,0,64,46,18,0,0,0,66,61,5,0,0,0,72,72,0,0,0,0,56,49,7,0,0,0
Region V,Camarines Sur,Libmanan,301936,Homobono H. Gonzalez National High School,576,528,0.5132575757575757,0.40340909090909094,0.0625,0.018939393939393943,0.0018939393939393942,271,213,33,10,1,159,40,82,27,9,1,155,66,82,6,1,0,81,64,17,0,0,0,133,101,32,0,0,0
Region V,Camarines Sur,Libmanan,301990,Malansad National High School,173,173,0.43930635838150295,0.5086705202312137,0.052023121387283246,0,0,76,88,9,0,0,48,0,39,9,0,0,45,1,44,0,0,0,40,39,1,0,0,0,40,36,4,0,0,0
Region V,Camarines Sur,Libmanan,301993,Mambayawas High School,146,146,0.9657534246575342,0.034246575342465745,0,0,0,141,5,0,0,0,39,34,5,0,0,0,31,31,0,0,0,0,36,36,0,0,0,0,40,40,0,0,0,0
Region V,Camarines Sur,Libmanan,301994,Mambulo Nuevo High School,617,600,0.7849999999999999,0.19166666666666668,0.021666666666666667,0.0016666666666666668,0,471,115,13,1,0,178,124,44,10,0,0,172,140,28,3,1,0,126,105,21,0,0,0,124,102,22,0,0,0
Region V,Camarines Sur,Libmanan,309711,Mantalisay National High School,235,230,0.26956521739130435,0.4869565217391305,0.23478260869565218,0.008695652173913044,0,62,112,54,2,0,63,16,29,16,2,0,62,0,33,29,0,0,57,31,23,3,0,0,48,15,27,6,0,0
Region V,Camarines Sur,Libmanan,309745,Northern Plain High School,191,176,0.9602272727272726,0.03977272727272728,0,0,0,169,7,0,0,0,42,40,2,0,0,0,60,60,0,0,0,0,37,36,1,0,0,0,37,33,4,0,0,0
Region V,Camarines Sur,Libmanan,309765,Pag-Oring Nuevo National High School,189,185,0.9405405405405406,0.054054054054054064,0.0054054054054054074,0,0,174,10,1,0,0,60,53,6,1,0,0,50,47,3,0,0,0,32,32,0,0,0,0,43,42,1,0,0,0
Region V,Camarines Sur,Libmanan,302009,Palangon High School,140,137,0.5255474452554746,0.26277372262773724,0.18248175182481752,0.0291970802919708,0,72,36,25,4,0,41,1,11,25,4,0,32,10,22,0,0,0,32,30,2,0,0,0,32,31,1,0,0,0
Region V,Camarines Sur,Libmanan,502323,Salvacion Libmanan Integrated School,68,65,0.7538461538461537,0.2461538461538462,0,0,0,49,16,0,0,0,22,9,13,0,0,0,18,16,2,0,0,0,16,16,0,0,0,0,9,8,1,0,0,0
Region V,Camarines Sur,Libmanan,302033,San Isidro National High School - Libmanan,1437,1399,0.4110078627591137,0.5375268048606147,0.045746962115797,0.005718370264474626,0,575,752,64,8,0,414,176,208,29,1,0,357,133,201,23,0,0,374,168,200,2,4,0,254,98,143,10,3,0
Region V,Camarines Sur,Libmanan,302037,San Juan National High School,1467,1465,0.8880546075085326,0.1092150170648464,0.002730375426621161,0,0,1301,160,4,0,0,422,290,128,4,0,0,399,387,12,0,0,0,332,319,13,0,0,0,312,305,7,0,0,0
Region V,Camarines Sur,Libmanan,502887,San Pablo Integated School,136,136,1,0,0,0,0,136,0,0,0,0,42,42,0,0,0,0,32,32,0,0,0,0,29,29,0,0,0,0,33,33,0,0,0,0
Region V,Camarines Sur,Lupi,301958,Casay National High School,534,521,0.9270633397312859,0.07293666026871404,0,0,0,483,38,0,0,0,170,155,15,0,0,0,124,114,10,0,0,0,122,119,3,0,0,0,105,95,10,0,0,0
Region V,Camarines Sur,Lupi,301961,Colacling National High School,928,902,0.11862527716186252,0.6108647450110865,0.22616407982261638,0.039911308203991136,0.004434589800443459,107,551,204,36,4,247,10,109,105,20,3,263,51,158,45,8,1,225,26,199,0,0,0,167,20,85,54,8,0
Region V,Camarines Sur,Lupi,301979,Haluban NHS,231,229,0.7641921397379912,0.1965065502183406,0.034934497816593885,0.004366812227074237,0,175,45,8,1,0,60,26,26,7,1,0,64,48,15,1,0,0,54,50,4,0,0,0,51,51,0,0,0,0
Region V,Camarines Sur,Lupi,301988,Lupi-Iligan National High School,258,256,0.75,0.09765625000000001,0.07812500000000003,0.07421875000000001,0,192,25,20,19,0,75,19,17,20,19,0,64,64,0,0,0,0,65,65,0,0,0,0,52,44,8,0,0,0
Region V,Camarines Sur,Lupi,301980,San Jose Alanao High School,19,19,0,0.05263157894736844,0.21052631578947373,0.5789473684210527,0.1578947368421053,0,1,4,11,3,14,0,1,3,9,1,5,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Region V,Camarines Sur,Magarao,301957,"Doroteo Federis, Sr. National High School",196,190,0.7578947368421054,0.22631578947368422,0.015789473684210527,0,0,144,43,3,0,0,56,42,13,1,0,0,54,42,10,2,0,0,41,23,18,0,0,0,39,37,2,0,0,0
Region V,Camarines Sur,Magarao,302034,"Magarao National High School, Magarao",1041,1035,0.9661835748792268,0.03381642512077296,0,0,0,1000,35,0,0,0,291,278,13,0,0,0,295,295,0,0,0,0,205,202,3,0,0,0,244,225,19,0,0,0
Region V,Camarines Sur,Magarao,500157,Ponong Integrated School,117,117,0.7692307692307692,0.2136752136752137,0.017094017094017103,0,0,90,25,2,0,0,26,9,15,2,0,0,39,32,7,0,0,0,23,23,0,0,0,0,29,26,3,0,0,0
Region V,Camarines Sur,Milaor,309748,DIVINE MERCY NATIONAL HIGH SCHOOL (formerly: Dalipay HS),126,125,0.744,0.256,0,0,0,93,32,0,0,0,47,30,17,0,0,0,25,18,7,0,0,0,21,16,5,0,0,0,32,29,3,0,0,0
Region V,Camarines Sur,Milaor,301999,Milaor National High School,1011,1011,0.5440158259149356,0.43916913946587544,0.016815034619188925,0,0,550,444,17,0,0,303,81,208,14,0,0,260,188,72,0,0,0,206,83,122,1,0,0,242,198,42,2,0,0
Region V,Camarines Sur,Milaor,309764,R.T. Subastil Memorial High School,168,152,0.8421052631578948,0.11842105263157894,0.019736842105263153,0.019736842105263153,0,128,18,3,3,0,32,16,10,3,3,0,54,46,8,0,0,0,31,31,0,0,0,0,35,35,0,0,0,0
Region V,Camarines Sur,Milaor,302030,San Antonio National High School,522,501,0.6187624750499001,0.36926147704590817,0.011976047904191616,0,0,310,185,6,0,0,138,100,33,5,0,0,132,86,45,1,0,0,117,34,83,0,0,0,114,90,24,0,0,0
Region V,Camarines Sur,Minalabac,309731,"Antipolo National High School, Minalabac",780,758,0.6253298153034302,0.36807387862796836,0.0065963060686015824,0,0,474,279,5,0,0,188,171,16,1,0,0,211,40,167,4,0,0,170,84,86,0,0,0,189,179,10,0,0,0
Region V,Camarines Sur,Minalabac,302067,Bagolatao National High School,156,156,0.871794871794872,0.12179487179487179,0.00641025641025641,0,0,136,19,1,0,0,39,35,4,0,0,0,44,40,4,0,0,0,33,28,5,0,0,0,40,33,6,1,0,0
Region V,Camarines Sur,Minalabac,301981,Hobo National High School,569,544,0.2408088235294118,0.6783088235294118,0.07352941176470588,0.007352941176470587,0,131,369,40,4,0,158,25,90,39,4,0,146,10,136,0,0,0,120,73,46,1,0,0,120,23,97,0,0,0
Region V,Camarines Sur,Minalabac,302000,Minalabac National High School,642,635,0.8629921259842519,0.13700787401574802,0,0,0,548,87,0,0,0,165,111,54,0,0,0,145,139,6,0,0,0,156,148,8,0,0,0,169,150,19,0,0,0
Region V,Camarines Sur,Minalabac,302025,Sagrada Familia High School,461,459,0.3093681917211329,0.6056644880174291,0.08278867102396514,0.002178649237472767,0,142,278,38,1,0,111,39,49,22,1,0,136,16,107,13,0,0,103,30,71,2,0,0,109,57,51,1,0,0
Region V,Camarines Sur,Minalabac,302066,Villamayor National high school,458,456,0.7105263157894736,0.23464912280701758,0.05482456140350878,0,0,324,107,25,0,0,126,66,38,22,0,0,131,96,34,1,0,0,84,60,22,2,0,0,115,102,13,0,0,0
