school_id,region_code,full_division_code,full_municipality_code,treatment_status,time_point,grade,proficiency_group,student_count,assessed_count,percent_of_assessed
305655,11,1101,110101,Treatment,EoSY,Grade 7,high proficient,0,26,0
305581,7,703,70303,Treatment,EoSY,Grade 7,high proficient,1,49,2.0408163265306123
303130,7,703,70309,Treatment,EoSY,Grade 7,high proficient,0,182,0
312354,7,703,70309,Treatment,EoSY,Grade 7,high proficient,0,27,0
305849,11,1105,110503,Treatment,EoSY,Grade 7,high proficient,0,32,0
305500,11,1101,110101,Treatment,EoSY,Grade 7,high proficient,0,36,0
312355,7,703,70304,Treatment,EoSY,Grade 7,high proficient,0,38,0
501903,11,1110,111001,Treatment,EoSY,Grade 7,high proficient,0,31,0
500665,7,705,70527,Control,EoSY,Grade 7,high proficient,0,105,0
312462,7,705,70520,Control,EoSY,Grade 7,high proficient,0,17,0
306038,11,1102,110202,Control,EoSY,Grade 7,high proficient,0,33,0
500221,7,705,70527,Control,EoSY,Grade 7,high proficient,0,26,0
500744,7,708,70801,Control,EoSY,Grade 7,high proficient,0,55,0
305884,11,1101,110101,Control,EoSY,Grade 7,high proficient,1,118,0.847457627118644
303170,7,709,70901,Control,EoSY,Grade 7,high proficient,0,45,0
500787,7,708,70801,Control,EoSY,Grade 7,high proficient,0,49,0
500667,7,705,70528,Control,EoSY,Grade 7,high proficient,0,59,0
501071,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,25,0
303046,7,705,70527,Control,EoSY,Grade 7,high proficient,0,86,0
325303,7,707,70701,Control,EoSY,Grade 7,high proficient,0,24,0
500208,7,703,70305,Control,EoSY,Grade 7,high proficient,0,19,0
312401,7,705,70525,Control,EoSY,Grade 7,high proficient,0,126,0
303136,7,706,70601,Control,EoSY,Grade 7,high proficient,0,109,0
312435,7,707,70701,Control,EoSY,Grade 7,high proficient,NA,NA,NA
502186,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,21,0
500782,7,708,70801,Control,EoSY,Grade 7,high proficient,0,286,0
306086,11,1106,110606,Control,EoSY,Grade 7,high proficient,0,24,0
305755,7,705,70529,Control,EoSY,Grade 7,high proficient,0,133,0
305665,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,28,0
501635,7,703,70301,Control,EoSY,Grade 7,high proficient,0,77,0
305843,11,1110,111001,Control,EoSY,Grade 7,high proficient,0,61,0
500894,7,705,70517,Control,EoSY,Grade 7,high proficient,0,96,0
500671,7,705,70506,Control,EoSY,Grade 7,high proficient,0,27,0
305847,11,1105,110503,Control,EoSY,Grade 7,high proficient,0,36,0
500784,7,708,70801,Control,EoSY,Grade 7,high proficient,0,21,0
501267,7,705,70525,Control,EoSY,Grade 7,high proficient,0,37,0
306000,7,705,70525,Control,EoSY,Grade 7,high proficient,0,64,0
305517,11,1106,110608,Control,EoSY,Grade 7,high proficient,0,45,0
305713,7,710,71001,Control,EoSY,Grade 7,high proficient,0,73,0
500768,7,705,70521,Control,EoSY,Grade 7,high proficient,0,76,0
316303,11,1107,110701,Control,EoSY,Grade 7,high proficient,0,74,0
316304,11,1107,110701,Control,EoSY,Grade 7,high proficient,0,85,0
305506,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,25,0
500421,7,705,70507,Control,EoSY,Grade 7,high proficient,0,114,0
305681,11,1110,111001,Control,EoSY,Grade 7,high proficient,0,271,0
303186,7,711,71101,Control,EoSY,Grade 7,high proficient,NA,NA,NA
501429,7,714,71402,Control,EoSY,Grade 7,high proficient,0,60,0
305844,11,1103,110303,Control,EoSY,Grade 7,high proficient,0,57,0
305965,11,1110,111001,Control,EoSY,Grade 7,high proficient,0,93,0
501076,11,1103,110305,Control,EoSY,Grade 7,high proficient,0,18,0
305889,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,53,0
501074,11,1103,110306,Control,EoSY,Grade 7,high proficient,0,81,0
312408,7,705,70530,Control,EoSY,Grade 7,high proficient,0,74,0
501351,7,705,70522,Control,EoSY,Grade 7,high proficient,NA,NA,NA
501404,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,17,0
305660,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,39,0
303219,7,701,70101,Control,EoSY,Grade 7,high proficient,0,118,0
312450,7,705,70522,Control,EoSY,Grade 7,high proficient,0,119,0
324903,7,704,70401,Control,EoSY,Grade 7,high proficient,0,43,0
501065,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,139,0
312451,7,705,70532,Control,EoSY,Grade 7,high proficient,0,77,0
501763,11,1103,110305,Control,EoSY,Grade 7,high proficient,0,42,0
316405,11,1110,111001,Control,EoSY,Grade 7,high proficient,0,151,0
316404,11,1110,111001,Control,EoSY,Grade 7,high proficient,0,56,0
316301,11,1107,110701,Control,EoSY,Grade 7,high proficient,0,217,0
312910,7,710,71001,Control,EoSY,Grade 7,high proficient,0,182,0
303011,7,705,70512,Control,EoSY,Grade 7,high proficient,0,60,0
305651,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,34,0
305662,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,50,0
305850,11,1105,110503,Control,EoSY,Grade 7,high proficient,0,27,0
312481,7,705,70518,Control,EoSY,Grade 7,high proficient,0,193,0
304409,11,1110,111001,Control,EoSY,Grade 7,high proficient,0,121,0
303246,7,713,71303,Control,EoSY,Grade 7,high proficient,0,181,0
501405,11,1101,110101,Control,EoSY,Grade 7,high proficient,24,65,36.92307692307692
305677,11,1105,110503,Control,EoSY,Grade 7,high proficient,2,61,3.278688524590164
500447,7,708,70801,Control,EoSY,Grade 7,high proficient,0,71,0
501305,7,708,70801,Control,EoSY,Grade 7,high proficient,0,30,0
305917,7,708,70801,Control,EoSY,Grade 7,high proficient,0,24,0
305722,7,703,70304,Control,EoSY,Grade 7,high proficient,0,58,0
312953,7,713,71306,Control,EoSY,Grade 7,high proficient,0,37,0
305498,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,77,0
305669,11,1101,110101,Control,EoSY,Grade 7,high proficient,0,39,0
312960,7,710,71002,Control,EoSY,Grade 7,high proficient,0,61,0
309906,5,508,50811,Treatment,EoSY,Grade 8,not proficient,99,149,66.44295302013423
309934,5,508,50806,Treatment,EoSY,Grade 8,not proficient,0,35,0
301871,5,501,50107,Treatment,EoSY,Grade 8,not proficient,0,97,0
302134,5,508,50804,Treatment,EoSY,Grade 8,not proficient,73,130,56.15384615384615
302117,5,508,50803,Treatment,EoSY,Grade 8,not proficient,38,69,55.072463768115945
309909,5,508,50801,Treatment,EoSY,Grade 8,not proficient,92,105,87.61904761904762
309915,5,508,50801,Treatment,EoSY,Grade 8,not proficient,25,35,71.42857142857143
501544,5,508,50815,Treatment,EoSY,Grade 8,not proficient,0,64,0
301887,5,502,50205,Treatment,EoSY,Grade 8,not proficient,46,66,69.6969696969697
302175,5,508,50820,Treatment,EoSY,Grade 8,not proficient,55,97,56.70103092783505
302146,5,508,50812,Treatment,EoSY,Grade 8,not proficient,127,127,100
309921,5,508,50805,Treatment,EoSY,Grade 8,not proficient,33,65,50.76923076923077
302254,5,505,50501,Control,EoSY,Grade 8,not proficient,64,94,68.08510638297872
309513,5,501,50112,Control,EoSY,Grade 8,not proficient,103,106,97.16981132075472
500163,5,508,50801,Control,EoSY,Grade 8,not proficient,30,79,37.9746835443038
302058,5,503,50333,Control,EoSY,Grade 8,not proficient,77,102,75.49019607843137
302192,5,511,51103,Control,EoSY,Grade 8,not proficient,127,289,43.944636678200695
302227,5,511,51105,Control,EoSY,Grade 8,not proficient,73,75,97.33333333333333
302252,5,505,50501,Control,EoSY,Grade 8,not proficient,5,87,5.747126436781609
309914,5,508,50806,Control,EoSY,Grade 8,not proficient,142,181,78.45303867403315
309711,5,503,50317,Control,EoSY,Grade 8,not proficient,0,62,0
301817,5,507,50701,Control,EoSY,Grade 8,not proficient,58,92,63.04347826086956
302165,5,508,50816,Control,EoSY,Grade 8,not proficient,62,68,91.17647058823529
301974,5,503,50311,Treatment,EoSY,Grade 8,not proficient,78,86,90.69767441860465
302256,5,505,50501,Control,EoSY,Grade 8,not proficient,6,109,5.504587155963303
301834,5,501,50106,Control,EoSY,Grade 8,not proficient,146,177,82.485875706214685
309760,5,503,50306,Control,EoSY,Grade 8,not proficient,2,55,3.6363636363636362
309936,5,508,50819,Control,EoSY,Grade 8,not proficient,49,49,100
302203,5,511,51102,Control,EoSY,Grade 8,not proficient,21,40,52.5
302011,5,503,50314,Control,EoSY,Grade 8,not proficient,56,92,60.869565217391305
500168,5,505,50501,Control,EoSY,Grade 8,not proficient,22,74,29.72972972972973
301947,5,503,50306,Control,EoSY,Grade 8,not proficient,334,344,97.09302325581395
309941,5,508,50812,Control,EoSY,Grade 8,not proficient,211,230,91.73913043478261
301839,5,501,50111,Control,EoSY,Grade 8,not proficient,27,85,31.764705882352942
501843,5,508,50818,Treatment,EoSY,Grade 8,not proficient,4,46,8.695652173913043
302111,5,508,50801,Control,EoSY,Grade 8,not proficient,67,441,15.192743764172336
302133,5,509,50901,Control,EoSY,Grade 8,not proficient,100,188,53.191489361702125
301990,5,503,50317,Control,EoSY,Grade 8,not proficient,1,45,2.2222222222222223
309937,5,508,50819,Control,EoSY,Grade 8,not proficient,73,74,98.64864864864865
302241,5,511,51105,Control,EoSY,Grade 8,not proficient,1,113,0.8849557522123894
500167,5,505,50501,Control,EoSY,Grade 8,not proficient,32,70,45.714285714285715
309764,5,503,50320,Control,EoSY,Grade 8,not proficient,46,54,85.18518518518519
302205,5,511,51106,Control,EoSY,Grade 8,not proficient,92,102,90.19607843137256
302014,5,503,50302,Control,EoSY,Grade 8,not proficient,50,139,35.97122302158273
309740,5,503,50315,Control,EoSY,Grade 8,not proficient,59,65,90.76923076923077
309741,5,503,50315,Control,EoSY,Grade 8,not proficient,89,91,97.8021978021978
302161,5,508,50803,Treatment,EoSY,Grade 8,not proficient,72,74,97.29729729729729
302113,5,508,50818,Treatment,EoSY,Grade 8,not proficient,0,110,0
302127,5,508,50817,Control,EoSY,Grade 8,not proficient,28,52,53.84615384615385
301899,5,502,50205,Control,EoSY,Grade 8,not proficient,101,135,74.81481481481481
309509,5,501,50113,Control,EoSY,Grade 8,not proficient,70,78,89.74358974358974
309903,5,508,50816,Control,EoSY,Grade 8,not proficient,54,70,77.14285714285714
301995,5,503,50310,Control,EoSY,Grade 8,not proficient,3,57,5.2631578947368425
309702,5,503,50325,Control,EoSY,Grade 8,not proficient,159,269,59.10780669144982
501020,5,503,50310,Control,EoSY,Grade 8,not proficient,1,24,4.166666666666667
309743,5,503,50332,Control,EoSY,Grade 8,not proficient,1,106,0.9433962264150944
301816,5,501,50101,Control,EoSY,Grade 8,not proficient,122,141,86.52482269503547
302054,5,503,50315,Control,EoSY,Grade 8,not proficient,28,115,24.347826086956523
301862,5,507,50701,Control,EoSY,Grade 8,not proficient,232,233,99.57081545064378
502477,5,501,50108,Control,EoSY,Grade 8,not proficient,1,35,2.857142857142857
302283,5,513,51301,Control,EoSY,Grade 8,not proficient,147,327,44.95412844036697
301900,5,502,50206,Control,EoSY,Grade 8,not proficient,54,59,91.52542372881356
302123,5,508,50808,Control,EoSY,Grade 8,not proficient,68,81,83.95061728395062
309512,5,501,50110,Control,EoSY,Grade 8,not proficient,5,79,6.329113924050633
302284,5,513,51301,Control,EoSY,Grade 8,not proficient,177,177,100
500034,5,508,50819,Control,EoSY,Grade 8,not proficient,21,43,48.83720930232558
302043,5,503,50305,Control,EoSY,Grade 8,not proficient,66,150,44
302182,5,511,51107,Control,EoSY,Grade 8,not proficient,33,78,42.30769230769231
301986,5,503,50334,Control,EoSY,Grade 8,not proficient,146,177,82.485875706214685
302109,5,508,50817,Control,EoSY,Grade 8,not proficient,159,243,65.4320987654321
302061,5,503,50311,Control,EoSY,Grade 8,not proficient,4,58,6.896551724137931
309931,5,508,50802,Control,EoSY,Grade 8,not proficient,56,72,77.77777777777777
301984,5,503,50331,Control,EoSY,Grade 8,not proficient,27,183,14.754098360655737
302156,5,508,50803,Control,EoSY,Grade 8,not proficient,53,106,50
309705,5,503,50330,Control,EoSY,Grade 8,not proficient,83,86,96.51162790697674
500165,5,508,50804,Control,EoSY,Grade 8,not proficient,21,43,48.83720930232558
301930,5,503,50328,Control,EoSY,Grade 8,not proficient,111,111,100
302177,5,508,50806,Control,EoSY,Grade 8,not proficient,51,65,78.46153846153847
302282,5,513,51301,Control,EoSY,Grade 8,not proficient,223,268,83.2089552238806
502615,5,508,50802,Control,EoSY,Grade 8,not proficient,18,21,85.71428571428571
302263,5,506,50601,Control,EoSY,Grade 8,not proficient,84,85,98.82352941176471
301826,5,501,50103,Control,EoSY,Grade 8,not proficient,14,43,32.55813953488372
305750,5,513,51301,Control,EoSY,Grade 8,not proficient,58,79,73.41772151898734
301870,5,501,50110,Control,EoSY,Grade 8,not proficient,2,138,1.4492753623188406
302039,5,503,50316,Control,EoSY,Grade 8,not proficient,153,292,52.397260273972606
301868,5,501,50112,Control,EoSY,Grade 8,not proficient,0,237,0
301963,5,503,50316,Control,EoSY,Grade 8,not proficient,134,262,51.14503816793893
340567,15,1505,150501,Treatment,EoSY,Grade 8,not proficient,176,187,94.11764705882354
320606,15,1515,151502,Treatment,EoSY,Grade 8,not proficient,5,401,1.2468827930174564
320202,15,1511,151101,Treatment,EoSY,Grade 8,not proficient,47,162,29.012345679012345
305310,15,1507,150703,Treatment,EoSY,Grade 8,not proficient,367,373,98.39142091152814
305418,15,1513,151301,Treatment,EoSY,Grade 8,not proficient,598,1101,54.31425976385105
500565,15,1515,151502,Treatment,EoSY,Grade 8,not proficient,8,778,1.0282776349614395
301258,4,413,41308,Treatment,EoSY,Grade 8,not proficient,250,539,46.3821892393321
301214,4,411,41101,Treatment,EoSY,Grade 8,not proficient,181,628,28.821656050955415
301497,4,414,41401,Treatment,EoSY,Grade 8,not proficient,312,356,87.64044943820225
305411,15,1515,151502,Treatment,EoSY,Grade 8,not proficient,351,666,52.7027027027027
305420,15,1513,151301,Treatment,EoSY,Grade 8,not proficient,317,1385,22.888086642599276
301231,4,413,41302,Control,EoSY,Grade 8,not proficient,105,234,44.87179487179487
301188,4,402,40201,Control,EoSY,Grade 8,not proficient,561,641,87.5195007800312
307913,4,413,41309,Control,EoSY,Grade 8,not proficient,9,325,2.769230769230769
500566,15,1507,150710,Control,EoSY,Grade 8,not proficient,523,602,86.87707641196013
305453,15,1510,151001,Control,EoSY,Grade 8,not proficient,0,1025,0
305311,15,1507,150702,Control,EoSY,Grade 8,not proficient,117,285,41.05263157894737
301425,4,401,40101,Control,EoSY,Grade 8,not proficient,605,1020,59.31372549019608
301202,4,408,40812,Control,EoSY,Grade 8,not proficient,145,374,38.77005347593583
305412,15,1515,151502,Control,EoSY,Grade 8,not proficient,461,1081,42.64569842738205
308105,4,417,41703,Control,EoSY,Grade 8,not proficient,243,876,27.73972602739726
305341,15,1514,151401,Control,EoSY,Grade 8,not proficient,1014,1454,69.73865199449794
319604,15,1512,151201,Control,EoSY,Grade 8,not proficient,0,322,0
305568,15,1516,151601,Control,EoSY,Grade 8,not proficient,262,405,64.69135802469135
305434,15,1503,150301,Control,EoSY,Grade 8,not proficient,483,703,68.70554765291607
301464,4,417,41710,Control,EoSY,Grade 8,not proficient,309,476,64.91596638655462
305461,15,1515,151502,Control,EoSY,Grade 8,not proficient,106,416,25.48076923076923
305384,15,1501,150101,Control,EoSY,Grade 8,not proficient,52,516,10.077519379844961
301143,4,421,42101,Control,EoSY,Grade 8,not proficient,858,1052,81.55893536121673
305340,15,1514,151401,Control,EoSY,Grade 8,not proficient,502,1121,44.781445138269405
305302,15,1507,150709,Treatment,EoSY,Grade 8,not proficient,759,1021,74.3388834476004
308103,4,417,41712,Control,EoSY,Grade 8,not proficient,274,388,70.61855670103093
308130,4,417,41711,Control,EoSY,Grade 8,not proficient,98,131,74.80916030534351
301227,4,420,42001,Control,EoSY,Grade 8,not proficient,692,817,84.70012239902081
305334,15,1514,151401,Control,EoSY,Grade 8,not proficient,323,650,49.69230769230769
305367,15,1512,151201,Control,EoSY,Grade 8,not proficient,1,1020,0.09803921568627451
305635,15,1514,151401,Control,EoSY,Grade 8,not proficient,211,451,46.78492239467849
301218,4,408,40814,Control,EoSY,Grade 8,not proficient,1542,2073,74.3849493487699
308501,4,415,41501,Control,EoSY,Grade 8,not proficient,412,612,67.3202614379085
500332,15,1506,150601,Control,EoSY,Grade 8,not proficient,201,311,64.63022508038586
305471,15,1509,150901,Control,EoSY,Grade 8,not proficient,286,793,36.0655737704918
305376,15,1501,150101,Treatment,EoSY,Grade 8,not proficient,0,790,0
301432,4,417,41705,Control,EoSY,Grade 8,not proficient,498,552,90.21739130434783
305459,15,1515,151502,Control,EoSY,Grade 8,not proficient,9,824,1.0922330097087378
305313,15,1507,150708,Control,EoSY,Grade 8,not proficient,1,646,0.15479876160990713
301186,4,410,41001,Control,EoSY,Grade 8,not proficient,259,1731,14.962449451184286
301184,4,410,41001,Control,EoSY,Grade 8,not proficient,46,1052,4.3726235741444865
305295,15,1507,150710,Control,EoSY,Grade 8,not proficient,404,1109,36.42921550946799
301416,4,422,42201,Control,EoSY,Grade 8,not proficient,145,161,90.06211180124224
305450,15,1505,150501,Treatment,EoSY,Grade 8,not proficient,11,418,2.6315789473684212
301403,4,416,41606,Control,EoSY,Grade 8,not proficient,390,490,79.59183673469387
301451,4,417,41708,Control,EoSY,Grade 8,not proficient,136,362,37.569060773480665
305338,15,1514,151401,Control,EoSY,Grade 8,not proficient,460,784,58.673469387755105
301257,4,413,41312,Control,EoSY,Grade 8,not proficient,1314,1798,73.08120133481647
305416,15,1513,151301,Control,EoSY,Grade 8,not proficient,113,996,11.345381526104418
305337,15,1514,151401,Control,EoSY,Grade 8,not proficient,1111,2053,54.11592791037506
305353,15,1514,151401,Control,EoSY,Grade 8,not proficient,182,442,41.1764705882353
301197,4,408,40812,Control,EoSY,Grade 8,not proficient,21,298,7.046979865771812
301236,4,413,41308,Treatment,EoSY,Grade 8,not proficient,106,325,32.61538461538461
305444,15,1516,151601,Control,EoSY,Grade 8,not proficient,224,372,60.215053763440864
320306,15,1503,150301,Control,EoSY,Grade 8,not proficient,853,884,96.49321266968326
301489,4,414,41401,Control,EoSY,Grade 8,not proficient,206,314,65.60509554140127
301507,4,418,41801,Control,EoSY,Grade 8,not proficient,93,121,76.85950413223141
301456,4,417,41710,Control,EoSY,Grade 8,not proficient,144,625,23.04
301238,4,413,41303,Control,EoSY,Grade 8,not proficient,355,546,65.01831501831502
305438,15,1516,151601,Control,EoSY,Grade 8,not proficient,610,851,71.68037602820212
305324,15,1514,151401,Control,EoSY,Grade 8,not proficient,32,305,10.491803278688524
305454,15,1510,151001,Control,EoSY,Grade 8,not proficient,0,134,0
308122,4,417,41708,Control,EoSY,Grade 8,not proficient,9,212,4.245283018867925
301508,4,418,41801,Control,EoSY,Grade 8,not proficient,155,284,54.57746478873239
305465,15,1515,151502,Control,EoSY,Grade 8,not proficient,171,929,18.406889128094726
305428,15,1511,151101,Control,EoSY,Grade 8,not proficient,99,425,23.294117647058822
301175,4,408,40807,Control,EoSY,Grade 8,not proficient,84,817,10.281517747858016
301437,4,417,41704,Control,EoSY,Grade 8,not proficient,823,1061,77.56833176248821
320204,15,1511,151101,Control,EoSY,Grade 8,not proficient,297,542,54.7970479704797
305447,15,1505,150501,Control,EoSY,Grade 8,not proficient,0,741,0
301438,4,417,41704,Control,EoSY,Grade 8,not proficient,292,514,56.809338521400775
308135,4,417,41708,Control,EoSY,Grade 8,not proficient,105,426,24.64788732394366
301418,4,401,40101,Control,EoSY,Grade 8,not proficient,1492,2800,53.285714285714285
305288,15,1507,150710,Control,EoSY,Grade 8,not proficient,285,661,43.11649016641452
301265,4,413,41301,Control,EoSY,Grade 8,not proficient,247,433,57.043879907621246
305442,15,1516,151601,Control,EoSY,Grade 8,not proficient,90,253,35.573122529644266
500339,15,1505,150501,Control,EoSY,Grade 8,not proficient,209,373,56.03217158176944
305435,15,1503,150301,Control,EoSY,Grade 8,not proficient,47,445,10.561797752808989
308134,4,417,41708,Control,EoSY,Grade 8,not proficient,398,551,72.23230490018149
305452,15,1505,150501,Control,EoSY,Grade 8,not proficient,24,648,3.7037037037037037
312330,7,703,70308,Treatment,EoSY,Grade 8,not proficient,87,116,75
305710,7,703,70302,Treatment,EoSY,Grade 8,not proficient,43,68,63.23529411764706
305655,11,1101,110101,Treatment,EoSY,Grade 8,not proficient,4,26,15.384615384615385
