school_id,region_code,full_division_code,full_municipality_code,treatment_status,time_point,grade,proficiency_group,student_count,assessed_count,percent_of_assessed
309512,5,501,50110,Control,EoSY,Grade 7,proficient,0,51,0
302284,5,513,51301,Control,EoSY,Grade 7,proficient,0,183,0
500034,5,508,50819,Control,EoSY,Grade 7,proficient,0,37,0
302043,5,503,50305,Control,EoSY,Grade 7,proficient,16,200,8
302182,5,511,51107,Control,EoSY,Grade 7,proficient,0,86,0
301986,5,503,50334,Control,EoSY,Grade 7,proficient,1,202,0.49504950495049505
302109,5,508,50817,Control,EoSY,Grade 7,proficient,4,251,1.593625498007968
302061,5,503,50311,Control,EoSY,Grade 7,proficient,9,79,11.39240506329114
309931,5,508,50802,Control,EoSY,Grade 7,proficient,0,78,0
301984,5,503,50331,Control,EoSY,Grade 7,proficient,2,220,0.9090909090909091
302156,5,508,50803,Control,EoSY,Grade 7,proficient,0,104,0
309705,5,503,50330,Control,EoSY,Grade 7,proficient,0,86,0
500165,5,508,50804,Control,EoSY,Grade 7,proficient,6,48,12.5
301930,5,503,50328,Control,EoSY,Grade 7,proficient,0,100,0
302177,5,508,50806,Control,EoSY,Grade 7,proficient,0,109,0
302282,5,513,51301,Control,EoSY,Grade 7,proficient,0,287,0
502615,5,508,50802,Control,EoSY,Grade 7,proficient,0,21,0
302263,5,506,50601,Control,EoSY,Grade 7,proficient,0,61,0
301826,5,501,50103,Control,EoSY,Grade 7,proficient,0,56,0
305750,5,513,51301,Control,EoSY,Grade 7,proficient,0,65,0
301870,5,501,50110,Control,EoSY,Grade 7,proficient,16,124,12.903225806451612
302039,5,503,50316,Control,EoSY,Grade 7,proficient,1,330,0.30303030303030304
301868,5,501,50112,Control,EoSY,Grade 7,proficient,0,231,0
301963,5,503,50316,Control,EoSY,Grade 7,proficient,0,223,0
340567,15,1505,150501,Treatment,EoSY,Grade 7,proficient,0,201,0
320606,15,1515,151502,Treatment,EoSY,Grade 7,proficient,27,304,8.881578947368421
320202,15,1511,151101,Treatment,EoSY,Grade 7,proficient,24,135,17.77777777777778
305310,15,1507,150703,Treatment,EoSY,Grade 7,proficient,0,301,0
305418,15,1513,151301,Treatment,EoSY,Grade 7,proficient,2,1237,0.16168148746968472
500565,15,1515,151502,Treatment,EoSY,Grade 7,proficient,25,844,2.962085308056872
301258,4,413,41308,Treatment,EoSY,Grade 7,proficient,16,536,2.985074626865672
301214,4,411,41101,Treatment,EoSY,Grade 7,proficient,27,645,4.186046511627907
301497,4,414,41401,Treatment,EoSY,Grade 7,proficient,3,424,0.7075471698113207
305411,15,1515,151502,Treatment,EoSY,Grade 7,proficient,9,595,1.5126050420168067
305420,15,1513,151301,Treatment,EoSY,Grade 7,proficient,165,1351,12.21317542561066
301231,4,413,41302,Control,EoSY,Grade 7,proficient,16,225,7.111111111111111
301188,4,402,40201,Control,EoSY,Grade 7,proficient,0,691,0
307913,4,413,41309,Control,EoSY,Grade 7,proficient,5,334,1.4970059880239521
500566,15,1507,150710,Control,EoSY,Grade 7,proficient,20,684,2.9239766081871346
305453,15,1510,151001,Control,EoSY,Grade 7,proficient,243,892,27.242152466367713
305311,15,1507,150702,Control,EoSY,Grade 7,proficient,0,289,0
301425,4,401,40101,Control,EoSY,Grade 7,proficient,35,1032,3.391472868217054
301202,4,408,40812,Control,EoSY,Grade 7,proficient,1,416,0.2403846153846154
305412,15,1515,151502,Control,EoSY,Grade 7,proficient,35,1094,3.19926873857404
308105,4,417,41703,Control,EoSY,Grade 7,proficient,118,977,12.077789150460594
305341,15,1514,151401,Control,EoSY,Grade 7,proficient,32,1499,2.134756504336224
319604,15,1512,151201,Control,EoSY,Grade 7,proficient,95,385,24.675324675324674
305568,15,1516,151601,Control,EoSY,Grade 7,proficient,1,470,0.2127659574468085
305434,15,1503,150301,Control,EoSY,Grade 7,proficient,13,815,1.5950920245398772
301464,4,417,41710,Control,EoSY,Grade 7,proficient,10,642,1.557632398753894
305461,15,1515,151502,Control,EoSY,Grade 7,proficient,20,342,5.847953216374269
305384,15,1501,150101,Control,EoSY,Grade 7,proficient,28,472,5.932203389830509
301143,4,421,42101,Control,EoSY,Grade 7,proficient,7,1099,0.6369426751592356
305340,15,1514,151401,Control,EoSY,Grade 7,proficient,56,1218,4.597701149425287
305302,15,1507,150709,Treatment,EoSY,Grade 7,proficient,613,1186,51.68634064080944
308103,4,417,41712,Control,EoSY,Grade 7,proficient,0,427,0
308130,4,417,41711,Control,EoSY,Grade 7,proficient,0,155,0
301227,4,420,42001,Control,EoSY,Grade 7,proficient,0,808,0
305334,15,1514,151401,Control,EoSY,Grade 7,proficient,37,599,6.176961602671119
305367,15,1512,151201,Control,EoSY,Grade 7,proficient,730,1098,66.48451730418944
305635,15,1514,151401,Control,EoSY,Grade 7,proficient,3,493,0.6085192697768763
301218,4,408,40814,Control,EoSY,Grade 7,proficient,3,2225,0.1348314606741573
308501,4,415,41501,Control,EoSY,Grade 7,proficient,29,681,4.258443465491924
500332,15,1506,150601,Control,EoSY,Grade 7,proficient,0,311,0
305471,15,1509,150901,Control,EoSY,Grade 7,proficient,108,1006,10.73558648111332
305376,15,1501,150101,Treatment,EoSY,Grade 7,proficient,116,887,13.077790304396844
301432,4,417,41705,Control,EoSY,Grade 7,proficient,0,609,0
305459,15,1515,151502,Control,EoSY,Grade 7,proficient,370,865,42.774566473988436
305313,15,1507,150708,Control,EoSY,Grade 7,proficient,67,679,9.867452135493373
301186,4,410,41001,Control,EoSY,Grade 7,proficient,345,2044,16.87866927592955
301184,4,410,41001,Control,EoSY,Grade 7,proficient,7,1235,0.5668016194331984
305295,15,1507,150710,Control,EoSY,Grade 7,proficient,49,1295,3.7837837837837838
301416,4,422,42201,Control,EoSY,Grade 7,proficient,0,199,0
305450,15,1505,150501,Treatment,EoSY,Grade 7,proficient,129,486,26.54320987654321
301403,4,416,41606,Control,EoSY,Grade 7,proficient,5,548,0.9124087591240876
301451,4,417,41708,Control,EoSY,Grade 7,proficient,14,370,3.7837837837837838
305338,15,1514,151401,Control,EoSY,Grade 7,proficient,10,851,1.1750881316098707
301257,4,413,41312,Control,EoSY,Grade 7,proficient,27,1933,1.396792550439731
305416,15,1513,151301,Control,EoSY,Grade 7,proficient,73,1054,6.925996204933586
305337,15,1514,151401,Control,EoSY,Grade 7,proficient,193,2328,8.290378006872853
305353,15,1514,151401,Control,EoSY,Grade 7,proficient,0,365,0
301197,4,408,40812,Control,EoSY,Grade 7,proficient,27,430,6.27906976744186
301236,4,413,41308,Treatment,EoSY,Grade 7,proficient,55,324,16.97530864197531
305444,15,1516,151601,Control,EoSY,Grade 7,proficient,20,444,4.504504504504505
320306,15,1503,150301,Control,EoSY,Grade 7,proficient,0,875,0
301489,4,414,41401,Control,EoSY,Grade 7,proficient,0,377,0
301507,4,418,41801,Control,EoSY,Grade 7,proficient,0,129,0
301456,4,417,41710,Control,EoSY,Grade 7,proficient,63,642,9.813084112149532
301238,4,413,41303,Control,EoSY,Grade 7,proficient,12,639,1.8779342723004695
305438,15,1516,151601,Control,EoSY,Grade 7,proficient,0,916,0
305324,15,1514,151401,Control,EoSY,Grade 7,proficient,62,262,23.66412213740458
305454,15,1510,151001,Control,EoSY,Grade 7,proficient,26,136,19.11764705882353
308122,4,417,41708,Control,EoSY,Grade 7,proficient,14,225,6.222222222222222
301508,4,418,41801,Control,EoSY,Grade 7,proficient,5,258,1.937984496124031
305465,15,1515,151502,Control,EoSY,Grade 7,proficient,51,747,6.827309236947791
305428,15,1511,151101,Control,EoSY,Grade 7,proficient,143,408,35.049019607843135
301175,4,408,40807,Control,EoSY,Grade 7,proficient,470,683,68.81405563689604
301437,4,417,41704,Control,EoSY,Grade 7,proficient,30,1040,2.8846153846153846
320204,15,1511,151101,Control,EoSY,Grade 7,proficient,1,568,0.176056338028169
305447,15,1505,150501,Control,EoSY,Grade 7,proficient,445,822,54.13625304136253
301438,4,417,41704,Control,EoSY,Grade 7,proficient,5,524,0.9541984732824428
308135,4,417,41708,Control,EoSY,Grade 7,proficient,13,513,2.53411306042885
301418,4,401,40101,Control,EoSY,Grade 7,proficient,9,3110,0.28938906752411575
305288,15,1507,150710,Control,EoSY,Grade 7,proficient,20,645,3.10077519379845
301265,4,413,41301,Control,EoSY,Grade 7,proficient,78,425,18.352941176470587
305442,15,1516,151601,Control,EoSY,Grade 7,proficient,18,267,6.741573033707865
500339,15,1505,150501,Control,EoSY,Grade 7,proficient,19,352,5.3977272727272725
305435,15,1503,150301,Control,EoSY,Grade 7,proficient,75,467,16.059957173447536
308134,4,417,41708,Control,EoSY,Grade 7,proficient,0,703,0
305452,15,1505,150501,Control,EoSY,Grade 7,proficient,316,755,41.854304635761586
312330,7,703,70308,Treatment,EoSY,Grade 7,proficient,0,84,0
305710,7,703,70302,Treatment,EoSY,Grade 7,proficient,0,83,0
305655,11,1101,110101,Treatment,EoSY,Grade 7,proficient,1,26,3.8461538461538463
305581,7,703,70303,Treatment,EoSY,Grade 7,proficient,1,49,2.0408163265306123
303130,7,703,70309,Treatment,EoSY,Grade 7,proficient,0,182,0
312354,7,703,70309,Treatment,EoSY,Grade 7,proficient,0,27,0
305849,11,1105,110503,Treatment,EoSY,Grade 7,proficient,0,32,0
305500,11,1101,110101,Treatment,EoSY,Grade 7,proficient,0,36,0
312355,7,703,70304,Treatment,EoSY,Grade 7,proficient,0,38,0
501903,11,1110,111001,Treatment,EoSY,Grade 7,proficient,0,31,0
500665,7,705,70527,Control,EoSY,Grade 7,proficient,0,105,0
312462,7,705,70520,Control,EoSY,Grade 7,proficient,0,17,0
306038,11,1102,110202,Control,EoSY,Grade 7,proficient,6,33,18.181818181818183
500221,7,705,70527,Control,EoSY,Grade 7,proficient,0,26,0
500744,7,708,70801,Control,EoSY,Grade 7,proficient,0,55,0
305884,11,1101,110101,Control,EoSY,Grade 7,proficient,21,118,17.796610169491526
303170,7,709,70901,Control,EoSY,Grade 7,proficient,2,45,4.444444444444445
500787,7,708,70801,Control,EoSY,Grade 7,proficient,1,49,2.0408163265306123
500667,7,705,70528,Control,EoSY,Grade 7,proficient,0,59,0
501071,11,1101,110101,Control,EoSY,Grade 7,proficient,0,25,0
303046,7,705,70527,Control,EoSY,Grade 7,proficient,0,86,0
325303,7,707,70701,Control,EoSY,Grade 7,proficient,0,24,0
500208,7,703,70305,Control,EoSY,Grade 7,proficient,0,19,0
312401,7,705,70525,Control,EoSY,Grade 7,proficient,0,126,0
303136,7,706,70601,Control,EoSY,Grade 7,proficient,0,109,0
312435,7,707,70701,Control,EoSY,Grade 7,proficient,NA,NA,NA
502186,11,1101,110101,Control,EoSY,Grade 7,proficient,0,21,0
500782,7,708,70801,Control,EoSY,Grade 7,proficient,9,286,3.1468531468531467
306086,11,1106,110606,Control,EoSY,Grade 7,proficient,0,24,0
305755,7,705,70529,Control,EoSY,Grade 7,proficient,0,133,0
305665,11,1101,110101,Control,EoSY,Grade 7,proficient,3,28,10.714285714285714
501635,7,703,70301,Control,EoSY,Grade 7,proficient,0,77,0
305843,11,1110,111001,Control,EoSY,Grade 7,proficient,4,61,6.557377049180328
500894,7,705,70517,Control,EoSY,Grade 7,proficient,0,96,0
500671,7,705,70506,Control,EoSY,Grade 7,proficient,0,27,0
305847,11,1105,110503,Control,EoSY,Grade 7,proficient,0,36,0
500784,7,708,70801,Control,EoSY,Grade 7,proficient,0,21,0
501267,7,705,70525,Control,EoSY,Grade 7,proficient,0,37,0
306000,7,705,70525,Control,EoSY,Grade 7,proficient,0,64,0
305517,11,1106,110608,Control,EoSY,Grade 7,proficient,0,45,0
305713,7,710,71001,Control,EoSY,Grade 7,proficient,3,73,4.109589041095891
500768,7,705,70521,Control,EoSY,Grade 7,proficient,0,76,0
316303,11,1107,110701,Control,EoSY,Grade 7,proficient,0,74,0
316304,11,1107,110701,Control,EoSY,Grade 7,proficient,0,85,0
305506,11,1101,110101,Control,EoSY,Grade 7,proficient,0,25,0
500421,7,705,70507,Control,EoSY,Grade 7,proficient,0,114,0
305681,11,1110,111001,Control,EoSY,Grade 7,proficient,0,271,0
303186,7,711,71101,Control,EoSY,Grade 7,proficient,NA,NA,NA
501429,7,714,71402,Control,EoSY,Grade 7,proficient,0,60,0
305844,11,1103,110303,Control,EoSY,Grade 7,proficient,4,57,7.017543859649122
305965,11,1110,111001,Control,EoSY,Grade 7,proficient,0,93,0
501076,11,1103,110305,Control,EoSY,Grade 7,proficient,0,18,0
305889,11,1101,110101,Control,EoSY,Grade 7,proficient,0,53,0
501074,11,1103,110306,Control,EoSY,Grade 7,proficient,0,81,0
312408,7,705,70530,Control,EoSY,Grade 7,proficient,0,74,0
501351,7,705,70522,Control,EoSY,Grade 7,proficient,NA,NA,NA
501404,11,1101,110101,Control,EoSY,Grade 7,proficient,0,17,0
305660,11,1101,110101,Control,EoSY,Grade 7,proficient,0,39,0
303219,7,701,70101,Control,EoSY,Grade 7,proficient,0,118,0
312450,7,705,70522,Control,EoSY,Grade 7,proficient,0,119,0
324903,7,704,70401,Control,EoSY,Grade 7,proficient,0,43,0
501065,11,1101,110101,Control,EoSY,Grade 7,proficient,8,139,5.755395683453237
312451,7,705,70532,Control,EoSY,Grade 7,proficient,1,77,1.2987012987012987
501763,11,1103,110305,Control,EoSY,Grade 7,proficient,0,42,0
316405,11,1110,111001,Control,EoSY,Grade 7,proficient,1,151,0.6622516556291391
316404,11,1110,111001,Control,EoSY,Grade 7,proficient,0,56,0
316301,11,1107,110701,Control,EoSY,Grade 7,proficient,0,217,0
312910,7,710,71001,Control,EoSY,Grade 7,proficient,0,182,0
303011,7,705,70512,Control,EoSY,Grade 7,proficient,0,60,0
305651,11,1101,110101,Control,EoSY,Grade 7,proficient,10,34,29.41176470588235
305662,11,1101,110101,Control,EoSY,Grade 7,proficient,0,50,0
305850,11,1105,110503,Control,EoSY,Grade 7,proficient,0,27,0
312481,7,705,70518,Control,EoSY,Grade 7,proficient,0,193,0
304409,11,1110,111001,Control,EoSY,Grade 7,proficient,0,121,0
303246,7,713,71303,Control,EoSY,Grade 7,proficient,0,181,0
501405,11,1101,110101,Control,EoSY,Grade 7,proficient,15,65,23.076923076923077
305677,11,1105,110503,Control,EoSY,Grade 7,proficient,3,61,4.918032786885246
500447,7,708,70801,Control,EoSY,Grade 7,proficient,0,71,0
501305,7,708,70801,Control,EoSY,Grade 7,proficient,0,30,0
305917,7,708,70801,Control,EoSY,Grade 7,proficient,0,24,0
305722,7,703,70304,Control,EoSY,Grade 7,proficient,0,58,0
312953,7,713,71306,Control,EoSY,Grade 7,proficient,0,37,0
305498,11,1101,110101,Control,EoSY,Grade 7,proficient,0,77,0
305669,11,1101,110101,Control,EoSY,Grade 7,proficient,25,39,64.1025641025641
312960,7,710,71002,Control,EoSY,Grade 7,proficient,0,61,0
309906,5,508,50811,Treatment,EoSY,Grade 7,high proficient,0,127,0
309934,5,508,50806,Treatment,EoSY,Grade 7,high proficient,0,44,0
301871,5,501,50107,Treatment,EoSY,Grade 7,high proficient,1,73,1.36986301369863
302134,5,508,50804,Treatment,EoSY,Grade 7,high proficient,0,165,0
302117,5,508,50803,Treatment,EoSY,Grade 7,high proficient,0,94,0
309909,5,508,50801,Treatment,EoSY,Grade 7,high proficient,0,124,0
309915,5,508,50801,Treatment,EoSY,Grade 7,high proficient,0,49,0
501544,5,508,50815,Treatment,EoSY,Grade 7,high proficient,0,68,0
301887,5,502,50205,Treatment,EoSY,Grade 7,high proficient,0,99,0
302175,5,508,50820,Treatment,EoSY,Grade 7,high proficient,0,133,0
302146,5,508,50812,Treatment,EoSY,Grade 7,high proficient,0,142,0
309921,5,508,50805,Treatment,EoSY,Grade 7,high proficient,0,93,0
302254,5,505,50501,Control,EoSY,Grade 7,high proficient,0,90,0
309513,5,501,50112,Control,EoSY,Grade 7,high proficient,0,122,0
500163,5,508,50801,Control,EoSY,Grade 7,high proficient,0,52,0
302058,5,503,50333,Control,EoSY,Grade 7,high proficient,0,124,0
302192,5,511,51103,Control,EoSY,Grade 7,high proficient,4,283,1.4134275618374559
302227,5,511,51105,Control,EoSY,Grade 7,high proficient,0,75,0
302252,5,505,50501,Control,EoSY,Grade 7,high proficient,0,99,0
309914,5,508,50806,Control,EoSY,Grade 7,high proficient,0,222,0
309711,5,503,50317,Control,EoSY,Grade 7,high proficient,0,63,0
301817,5,507,50701,Control,EoSY,Grade 7,high proficient,0,114,0
302165,5,508,50816,Control,EoSY,Grade 7,high proficient,0,85,0
301974,5,503,50311,Treatment,EoSY,Grade 7,high proficient,0,88,0
302256,5,505,50501,Control,EoSY,Grade 7,high proficient,28,114,24.56140350877193
301834,5,501,50106,Control,EoSY,Grade 7,high proficient,0,161,0
309760,5,503,50306,Control,EoSY,Grade 7,high proficient,0,34,0
309936,5,508,50819,Control,EoSY,Grade 7,high proficient,0,57,0
302203,5,511,51102,Control,EoSY,Grade 7,high proficient,0,80,0
302011,5,503,50314,Control,EoSY,Grade 7,high proficient,1,199,0.5025125628140703
500168,5,505,50501,Control,EoSY,Grade 7,high proficient,0,90,0
301947,5,503,50306,Control,EoSY,Grade 7,high proficient,1,365,0.273972602739726
309941,5,508,50812,Control,EoSY,Grade 7,high proficient,0,223,0
301839,5,501,50111,Control,EoSY,Grade 7,high proficient,0,89,0
501843,5,508,50818,Treatment,EoSY,Grade 7,high proficient,0,36,0
302111,5,508,50801,Control,EoSY,Grade 7,high proficient,73,516,14.147286821705427
302133,5,509,50901,Control,EoSY,Grade 7,high proficient,2,182,1.098901098901099
301990,5,503,50317,Control,EoSY,Grade 7,high proficient,0,48,0
309937,5,508,50819,Control,EoSY,Grade 7,high proficient,0,78,0
302241,5,511,51105,Control,EoSY,Grade 7,high proficient,0,152,0
500167,5,505,50501,Control,EoSY,Grade 7,high proficient,0,67,0
309764,5,503,50320,Control,EoSY,Grade 7,high proficient,0,32,0
302205,5,511,51106,Control,EoSY,Grade 7,high proficient,0,136,0
302014,5,503,50302,Control,EoSY,Grade 7,high proficient,0,148,0
309740,5,503,50315,Control,EoSY,Grade 7,high proficient,0,38,0
309741,5,503,50315,Control,EoSY,Grade 7,high proficient,0,101,0
302161,5,508,50803,Treatment,EoSY,Grade 7,high proficient,0,98,0
302113,5,508,50818,Treatment,EoSY,Grade 7,high proficient,14,98,14.285714285714286
302127,5,508,50817,Control,EoSY,Grade 7,high proficient,0,50,0
301899,5,502,50205,Control,EoSY,Grade 7,high proficient,0,127,0
309509,5,501,50113,Control,EoSY,Grade 7,high proficient,0,94,0
309903,5,508,50816,Control,EoSY,Grade 7,high proficient,0,88,0
301995,5,503,50310,Control,EoSY,Grade 7,high proficient,0,59,0
309702,5,503,50325,Control,EoSY,Grade 7,high proficient,0,239,0
501020,5,503,50310,Control,EoSY,Grade 7,high proficient,0,33,0
309743,5,503,50332,Control,EoSY,Grade 7,high proficient,0,116,0
301816,5,501,50101,Control,EoSY,Grade 7,high proficient,0,111,0
302054,5,503,50315,Control,EoSY,Grade 7,high proficient,0,102,0
301862,5,507,50701,Control,EoSY,Grade 7,high proficient,0,244,0
502477,5,501,50108,Control,EoSY,Grade 7,high proficient,0,31,0
302283,5,513,51301,Control,EoSY,Grade 7,high proficient,0,329,0
301900,5,502,50206,Control,EoSY,Grade 7,high proficient,0,69,0
302123,5,508,50808,Control,EoSY,Grade 7,high proficient,0,83,0
309512,5,501,50110,Control,EoSY,Grade 7,high proficient,0,51,0
302284,5,513,51301,Control,EoSY,Grade 7,high proficient,0,183,0
500034,5,508,50819,Control,EoSY,Grade 7,high proficient,0,37,0
302043,5,503,50305,Control,EoSY,Grade 7,high proficient,0,200,0
302182,5,511,51107,Control,EoSY,Grade 7,high proficient,0,86,0
301986,5,503,50334,Control,EoSY,Grade 7,high proficient,0,202,0
302109,5,508,50817,Control,EoSY,Grade 7,high proficient,0,251,0
302061,5,503,50311,Control,EoSY,Grade 7,high proficient,4,79,5.063291139240507
309931,5,508,50802,Control,EoSY,Grade 7,high proficient,0,78,0
301984,5,503,50331,Control,EoSY,Grade 7,high proficient,0,220,0
302156,5,508,50803,Control,EoSY,Grade 7,high proficient,0,104,0
309705,5,503,50330,Control,EoSY,Grade 7,high proficient,0,86,0
500165,5,508,50804,Control,EoSY,Grade 7,high proficient,0,48,0
301930,5,503,50328,Control,EoSY,Grade 7,high proficient,0,100,0
302177,5,508,50806,Control,EoSY,Grade 7,high proficient,0,109,0
302282,5,513,51301,Control,EoSY,Grade 7,high proficient,0,287,0
502615,5,508,50802,Control,EoSY,Grade 7,high proficient,0,21,0
302263,5,506,50601,Control,EoSY,Grade 7,high proficient,0,61,0
301826,5,501,50103,Control,EoSY,Grade 7,high proficient,0,56,0
305750,5,513,51301,Control,EoSY,Grade 7,high proficient,0,65,0
301870,5,501,50110,Control,EoSY,Grade 7,high proficient,0,124,0
302039,5,503,50316,Control,EoSY,Grade 7,high proficient,0,330,0
301868,5,501,50112,Control,EoSY,Grade 7,high proficient,0,231,0
301963,5,503,50316,Control,EoSY,Grade 7,high proficient,0,223,0
340567,15,1505,150501,Treatment,EoSY,Grade 7,high proficient,0,201,0
320606,15,1515,151502,Treatment,EoSY,Grade 7,high proficient,0,304,0
320202,15,1511,151101,Treatment,EoSY,Grade 7,high proficient,4,135,2.962962962962963
305310,15,1507,150703,Treatment,EoSY,Grade 7,high proficient,0,301,0
305418,15,1513,151301,Treatment,EoSY,Grade 7,high proficient,0,1237,0
500565,15,1515,151502,Treatment,EoSY,Grade 7,high proficient,2,844,0.23696682464454977
301258,4,413,41308,Treatment,EoSY,Grade 7,high proficient,2,536,0.373134328358209
301214,4,411,41101,Treatment,EoSY,Grade 7,high proficient,0,645,0
301497,4,414,41401,Treatment,EoSY,Grade 7,high proficient,0,424,0
305411,15,1515,151502,Treatment,EoSY,Grade 7,high proficient,5,595,0.8403361344537815
305420,15,1513,151301,Treatment,EoSY,Grade 7,high proficient,521,1351,38.5640266469282
301231,4,413,41302,Control,EoSY,Grade 7,high proficient,0,225,0
301188,4,402,40201,Control,EoSY,Grade 7,high proficient,1,691,0.1447178002894356
307913,4,413,41309,Control,EoSY,Grade 7,high proficient,0,334,0
500566,15,1507,150710,Control,EoSY,Grade 7,high proficient,1,684,0.14619883040935672
305453,15,1510,151001,Control,EoSY,Grade 7,high proficient,171,892,19.170403587443946
305311,15,1507,150702,Control,EoSY,Grade 7,high proficient,0,289,0
301425,4,401,40101,Control,EoSY,Grade 7,high proficient,0,1032,0
301202,4,408,40812,Control,EoSY,Grade 7,high proficient,0,416,0
305412,15,1515,151502,Control,EoSY,Grade 7,high proficient,0,1094,0
308105,4,417,41703,Control,EoSY,Grade 7,high proficient,89,977,9.109518935516888
305341,15,1514,151401,Control,EoSY,Grade 7,high proficient,2,1499,0.133422281521014
319604,15,1512,151201,Control,EoSY,Grade 7,high proficient,18,385,4.675324675324675
305568,15,1516,151601,Control,EoSY,Grade 7,high proficient,0,470,0
305434,15,1503,150301,Control,EoSY,Grade 7,high proficient,0,815,0
301464,4,417,41710,Control,EoSY,Grade 7,high proficient,0,642,0
305461,15,1515,151502,Control,EoSY,Grade 7,high proficient,0,342,0
305384,15,1501,150101,Control,EoSY,Grade 7,high proficient,0,472,0
301143,4,421,42101,Control,EoSY,Grade 7,high proficient,0,1099,0
305340,15,1514,151401,Control,EoSY,Grade 7,high proficient,3,1218,0.24630541871921183
305302,15,1507,150709,Treatment,EoSY,Grade 7,high proficient,318,1186,26.81281618887015
308103,4,417,41712,Control,EoSY,Grade 7,high proficient,0,427,0
308130,4,417,41711,Control,EoSY,Grade 7,high proficient,0,155,0
301227,4,420,42001,Control,EoSY,Grade 7,high proficient,0,808,0
305334,15,1514,151401,Control,EoSY,Grade 7,high proficient,1,599,0.1669449081803005
305367,15,1512,151201,Control,EoSY,Grade 7,high proficient,117,1098,10.655737704918034
305635,15,1514,151401,Control,EoSY,Grade 7,high proficient,0,493,0
301218,4,408,40814,Control,EoSY,Grade 7,high proficient,0,2225,0
308501,4,415,41501,Control,EoSY,Grade 7,high proficient,0,681,0
500332,15,1506,150601,Control,EoSY,Grade 7,high proficient,1,311,0.3215434083601286
305471,15,1509,150901,Control,EoSY,Grade 7,high proficient,9,1006,0.8946322067594433
305376,15,1501,150101,Treatment,EoSY,Grade 7,high proficient,0,887,0
301432,4,417,41705,Control,EoSY,Grade 7,high proficient,0,609,0
305459,15,1515,151502,Control,EoSY,Grade 7,high proficient,149,865,17.22543352601156
305313,15,1507,150708,Control,EoSY,Grade 7,high proficient,0,679,0
301186,4,410,41001,Control,EoSY,Grade 7,high proficient,149,2044,7.289628180039139
301184,4,410,41001,Control,EoSY,Grade 7,high proficient,0,1235,0
305295,15,1507,150710,Control,EoSY,Grade 7,high proficient,6,1295,0.46332046332046334
301416,4,422,42201,Control,EoSY,Grade 7,high proficient,0,199,0
305450,15,1505,150501,Treatment,EoSY,Grade 7,high proficient,54,486,11.11111111111111
301403,4,416,41606,Control,EoSY,Grade 7,high proficient,0,548,0
301451,4,417,41708,Control,EoSY,Grade 7,high proficient,0,370,0
305338,15,1514,151401,Control,EoSY,Grade 7,high proficient,0,851,0
301257,4,413,41312,Control,EoSY,Grade 7,high proficient,2,1933,0.10346611484738748
305416,15,1513,151301,Control,EoSY,Grade 7,high proficient,1,1054,0.09487666034155598
305337,15,1514,151401,Control,EoSY,Grade 7,high proficient,87,2328,3.7371134020618557
305353,15,1514,151401,Control,EoSY,Grade 7,high proficient,0,365,0
301197,4,408,40812,Control,EoSY,Grade 7,high proficient,0,430,0
301236,4,413,41308,Treatment,EoSY,Grade 7,high proficient,19,324,5.864197530864198
305444,15,1516,151601,Control,EoSY,Grade 7,high proficient,7,444,1.5765765765765767
320306,15,1503,150301,Control,EoSY,Grade 7,high proficient,0,875,0
301489,4,414,41401,Control,EoSY,Grade 7,high proficient,0,377,0
301507,4,418,41801,Control,EoSY,Grade 7,high proficient,0,129,0
301456,4,417,41710,Control,EoSY,Grade 7,high proficient,0,642,0
301238,4,413,41303,Control,EoSY,Grade 7,high proficient,0,639,0
305438,15,1516,151601,Control,EoSY,Grade 7,high proficient,0,916,0
305324,15,1514,151401,Control,EoSY,Grade 7,high proficient,5,262,1.9083969465648856
305454,15,1510,151001,Control,EoSY,Grade 7,high proficient,0,136,0
308122,4,417,41708,Control,EoSY,Grade 7,high proficient,0,225,0
301508,4,418,41801,Control,EoSY,Grade 7,high proficient,0,258,0
305465,15,1515,151502,Control,EoSY,Grade 7,high proficient,0,747,0
305428,15,1511,151101,Control,EoSY,Grade 7,high proficient,48,408,11.764705882352942
301175,4,408,40807,Control,EoSY,Grade 7,high proficient,23,683,3.3674963396778916
301437,4,417,41704,Control,EoSY,Grade 7,high proficient,6,1040,0.5769230769230769
320204,15,1511,151101,Control,EoSY,Grade 7,high proficient,0,568,0
305447,15,1505,150501,Control,EoSY,Grade 7,high proficient,206,822,25.060827250608273
301438,4,417,41704,Control,EoSY,Grade 7,high proficient,0,524,0
308135,4,417,41708,Control,EoSY,Grade 7,high proficient,0,513,0
301418,4,401,40101,Control,EoSY,Grade 7,high proficient,1,3110,0.03215434083601286
305288,15,1507,150710,Control,EoSY,Grade 7,high proficient,1,645,0.15503875968992248
301265,4,413,41301,Control,EoSY,Grade 7,high proficient,17,425,4
305442,15,1516,151601,Control,EoSY,Grade 7,high proficient,1,267,0.37453183520599254
500339,15,1505,150501,Control,EoSY,Grade 7,high proficient,0,352,0
305435,15,1503,150301,Control,EoSY,Grade 7,high proficient,2,467,0.4282655246252677
308134,4,417,41708,Control,EoSY,Grade 7,high proficient,0,703,0
305452,15,1505,150501,Control,EoSY,Grade 7,high proficient,120,755,15.894039735099337
312330,7,703,70308,Treatment,EoSY,Grade 7,high proficient,0,84,0
305710,7,703,70302,Treatment,EoSY,Grade 7,high proficient,0,83,0
